81.252.240.201 - - [25/Jan/2025:21:22:04 +0000] "GET /guacamole/api/session/data/mysql/activeConnections HTTP/1.1" 200 2
61.205.233.240 - - [25/Jan/2025:21:49:15 +0000] "GET / HTTP/1.0" 200 11210
81.252.240.201 - - [25/Jan/2025:21:57:06 +0000] "POST /guacamole/api/tokens HTTP/1.1" 200 172
81.252.240.201 - - [25/Jan/2025:21:57:06 +0000] "GET /guacamole/images/cog.svg HTTP/1.1" 200 924
81.252.240.201 - - [25/Jan/2025:21:57:06 +0000] "GET /guacamole/api/session/data/mysql-shared/activeConnections HTTP/1.1" 200 2
81.252.240.201 - - [25/Jan/2025:21:57:06 +0000] "GET /guacamole/api/session/data/mysql/activeConnections HTTP/1.1" 200 2
81.252.240.201 - - [25/Jan/2025:21:57:09 +0000] "POST /guacamole/api/tokens HTTP/1.1" 200 172
81.252.240.201 - - [25/Jan/2025:21:57:09 +0000] "GET /guacamole/images/action-icons/guac-user-add.svg HTTP/1.1" 200 953
81.252.240.201 - - [25/Jan/2025:21:57:09 +0000] "GET /guacamole/api/session/data/mysql-shared/users HTTP/1.1" 200 54
81.252.240.201 - - [25/Jan/2025:21:57:09 +0000] "GET /guacamole/api/session/data/mysql/users HTTP/1.1" 200 321
81.252.240.201 - - [25/Jan/2025:21:57:14 +0000] "POST /guacamole/api/tokens HTTP/1.1" 200 172
81.252.240.201 - - [25/Jan/2025:21:57:14 +0000] "GET /guacamole/api/session/data/mysql-shared/users/guacadmin HTTP/1.1" 200 40
81.252.240.201 - - [25/Jan/2025:21:57:14 +0000] "GET /guacamole/images/arrows/right.svg HTTP/1.1" 200 317
81.252.240.201 - - [25/Jan/2025:21:57:14 +0000] "GET /guacamole/images/x-red.svg HTTP/1.1" 200 441
81.252.240.201 - - [25/Jan/2025:21:57:14 +0000] "GET /guacamole/api/session/data/mysql/schema/userAttributes HTTP/1.1" 200 554
81.252.240.201 - - [25/Jan/2025:21:57:14 +0000] "GET /guacamole/api/session/data/mysql/self/userGroups HTTP/1.1" 200 2
81.252.240.201 - - [25/Jan/2025:21:57:14 +0000] "GET /guacamole/api/session/data/mysql/userGroups?permission=UPDATE HTTP/1.1" 200 2
81.252.240.201 - - [25/Jan/2025:21:57:14 +0000] "GET /guacamole/api/session/data/mysql/connectionGroups/ROOT/tree?permission=ADMINISTER HTTP/1.1" 200 97
81.252.240.201 - - [25/Jan/2025:21:57:14 +0000] "GET /guacamole/api/session/data/mysql/self/permissions HTTP/1.1" 200 353
81.252.240.201 - - [25/Jan/2025:21:57:14 +0000] "GET /guacamole/images/lock.svg HTTP/1.1" 200 1180
81.252.240.201 - - [25/Jan/2025:21:57:14 +0000] "GET /guacamole/images/checkmark.svg HTTP/1.1" 200 369
81.252.240.201 - - [25/Jan/2025:21:57:14 +0000] "GET /guacamole/api/session/data/mysql/activeConnections HTTP/1.1" 200 2
81.252.240.201 - - [25/Jan/2025:21:57:49 +0000] "GET /guacamole/images/progress.svg HTTP/1.1" 200 283
81.252.240.201 - - [25/Jan/2025:21:58:16 +0000] "PUT /guacamole/api/session/data/mysql/users/guacadmin HTTP/1.1" 403 192
146.19.24.168 - - [25/Jan/2025:22:04:33 +0000] "GET / HTTP/1.1" 200 11230
95.214.55.226 - - [25/Jan/2025:22:15:58 +0000] "GET / HTTP/1.1" 200 11230
216.9.226.154 - - [25/Jan/2025:22:16:42 +0000] "POST /cgi-bin/ViewLog.asp HTTP/1.1" 404 704
216.9.226.154 - - [25/Jan/2025:22:16:42 +0000] "POST /cgi-bin/ViewLog.asp HTTP/1.1" 404 704
216.9.226.154 - - [25/Jan/2025:22:16:43 +0000] "POST /cgi-bin/ViewLog.asp HTTP/1.1" 404 704
216.9.226.154 - - [25/Jan/2025:22:16:43 +0000] "POST /cgi-bin/ViewLog.asp HTTP/1.1" 404 704
216.9.226.154 - - [25/Jan/2025:22:16:52 +0000] "POST /cgi-bin/ViewLog.asp HTTP/1.1" 404 704
216.9.226.154 - - [25/Jan/2025:22:16:52 +0000] "POST /cgi-bin/ViewLog.asp HTTP/1.1" 404 704
216.9.226.154 - - [25/Jan/2025:22:16:52 +0000] "POST /cgi-bin/ViewLog.asp HTTP/1.1" 404 704
216.9.226.154 - - [25/Jan/2025:22:16:52 +0000] "POST /cgi-bin/ViewLog.asp HTTP/1.1" 404 704
216.9.226.154 - - [25/Jan/2025:22:16:54 +0000] "POST /cgi-bin/ViewLog.asp HTTP/1.1" 404 704
216.9.226.154 - - [25/Jan/2025:22:16:55 +0000] "POST /cgi-bin/ViewLog.asp HTTP/1.1" 404 704
95.214.55.226 - - [25/Jan/2025:22:45:57 +0000] "GET / HTTP/1.1" 200 11230
5.181.190.248 - - [25/Jan/2025:22:50:18 +0000] "GET / HTTP/1.1" 200 11230
198.235.24.197 - - [25/Jan/2025:23:07:50 +0000] "GET / HTTP/1.0" 200 11210
45.139.104.177 - - [25/Jan/2025:23:17:34 +0000] "POST /cgi-bin/luci/;stok=/locale?form=country HTTP/1.1" 404 719
85.95.239.135 - - [25/Jan/2025:23:50:59 +0000] "POST /cgi-bin/ViewLog.asp HTTP/1.1" 404 704
